OL,MOF_name,%MGS
O=C([O])c1cc(C(=O)[O])cc(NC(=O)c2cc(cc(C(=O)Nc3cc(C(=O)[O])cc(C(=O)[O])c3)c2)c2cc(C(=O)Nc3cc(C(=O)[O])cc(C(=O)[O])c3)cc(c2)C(=O)Nc2cc(C(=O)[O])cc(C(=O)[O])c2)c1,FAMQES,248.46211
[O]C(=O)c1cc(C(=O)[O])cc(NC(=O)c2ccc(C(=O)Nc3cc(C(=O)[O])cc(C(=O)[O])c3)cc2)c1,FIPKOG,39.127705
[O]C(=O)c1cc(C(=O)[O])cc([N][N]c2ccc(cc2)C(=O)[O])c1,PENNAZ,19.777695
[O]C(=O)c1cc(C(=O)[O])cc(/N=N/c2cc(cc(C(=O)[O])c2)C(=O)[O])c1,ECUTON,33.930405
O=C([O])c1cc(C(=O)[O])cc([N][N]c2ccc(C(=O)[O])cc2)c1,INOVEN,19.726366
[O]C(=O)c1cc(C(=O)[O])cc([N][N]c2cc(C(=O)[O])cc(c2)C(=O)[O])c1,DUDKUK,33.274593
[O]C(=O)c1cc(C(=O)[O])cc(N([O])N(c2cc(C(=O)[O])cc(c2)C(=O)[O])[O])c1,ESASAU,36.056248
O=C([O])c1cc(C(=O)[O])cc(N(=O)=O)c1,KABXES,17.477156
[O]C(=O)c1cc(C(=O)[O])cc(O)c1,XOVVIO,7.865418
[O]C(=O)c1cc(C(=O)[O])cc(Oc2ccc(C(=O)[O])cc2N)c1,EVUQOC,18.805538
O=C([O])c1cc(C(=O)[O])cc(OC)c1,RILVOZ,14.142907
[O]C(=O)c1cc(C(=O)[O])cc(OCc2ccc(cc2)C(=O)[O])c1,HEBJAB,22.473598
[O]C(=O)c1cc(C(=O)[O])cc(OCc2ccc(C(=O)[O])cc2)c1,PAMTOO,22.739012
O=C([O])c1cc(C(=O)[O])cc(OCC)c1,UVUDUM,15.2959585
[O]C(=O)c1cc(C(=O)[O])cc(OCCCOc2cc(C(=O)[O])cc(C(=O)[O])c2)c1,MAFJIO,33.049065
[O]C(=O)c1cc(C(=O)[O])cc(O[C@@H](C(=O)[O])C)c1,OQUCOU,18.201897
[O]C(=O)c1cc(C(=O)[O])cc(OCOc2cc(C(=O)[O])cc(C(=O)[O])c2)c1,UJAQEC,32.21333
[O]C(=O)c1cc(C(=O)[O])c(C(=O)[O])cc1C(=O)[O],AMIXEA,15.812489
O=C([O])c1cc(C(=O)[O])c(C(=O)[O])cc1C(=O)[O],CEMJOV,16.499666
[O]C(=O)c1cc(C(=O)[O])c(nc1C)C,KOJTOU,1.8848037
O=C([O])c1cc(C(=O)[O])c(nc1C)C,KOJTOU,2.88564
[O]C(=O)c1cc(C(=O)[O])ncc1,NEVVAM02,8.500585
[O]C(=O)c1cc(C(=O)[O])nc(c1)C(=O)[O],MOLRIP,17.245026
[O]C(=O)c1cc(C(=O)[O])ncn1,ABEXIQ,5.348915
O=C([O])c1cc(C(=O)[O])ncn1,ABEXEM,2.9903352
[O]C(=O)c1cc(C(=O)[O])[nH]n1,WODQUD,38.861664
[O]C(=O)c1cc(C(=O)O)[nH]n1,CAYQAV,30.227863
[O]C(=O)c1cc(C(=O)[O])n[nH]1,MUFJAZ01,38.08337
O=C([O])c1cc(C(=O)[O])n[nH]1,WODRAK,37.368595
O=C([O])c1ccc(P(=O)(c2ccc(C(=O)[O])cc2)c2ccc(cc2)C(=O)[O])cc1,BELTUJ,60.829525
[O]C(=O)c1ccc(P(=O)([O])[O])cc1,CAVVUS,42.511005
[O]C(=O)c1ccc(s1)C(=O)[O],UMELAB,51.653904
O=C([O])c1ccc(s1)C(=O)[O],CAMROA,51.65378
[O]C(=O)c1ccc([Si](c2ccc(cc2)C(=O)[O])(c2ccc(C(=O)[O])cc2)c2ccc(C(=O)[O])cc2)cc1,TOVJUL,91.87476
[O]C(=O)C1=C[CH]C2=NN=NC2=C1,ESUTIX,65.35849
[O]C(=O)[C@]1(C([C@H](CC1)C(=O)[O])(C)C)C,ISOJOQ,8.031065
O=C([O])[C@]1(C([C@H](CC1)C(=O)[O])(C)C)C,AHINIP,8.095111
[O]C(=O)C1=C[CH][C@@H](C=C1)c1ccc(C(=O)[O])cc1,ja5131269,7.3924756
O=C([O])[C@@]1(C([C@H](C(=O)[O])CC1)(C)C)C,LIRTEM,7.567032
O=C([O])C1=C[CH]N(C=C1)Cc1c(c(c(c(c1C)CN1[CH]C=C(C=C1)C(=O)[O])C)CN1[CH]C=C(C(=O)[O])C=C1)C,VUGXAY,64.27745
O=C([O])C1=C[CH]N(C=C1)CCCCN1[CH]C=C(C(=O)[O])C=C1,FEDJUU,39.388477
[O]C(=O)C1=C[CH]N(C=C1)CCCN1[CH]C=C(C=C1)C(=O)[O],ARUJED,11.965467
O=C([O])C1=C[CH]N(Cc2c(c(c(c(c2C)CN2[CH]C=C(C=C2)C(=O)[O])C)CN2[CH]C=C(C=C2)C(=O)[O])C)C=C1,ROLZEZ,48.33325
[O]C(=O)C1=C[CH][N][CH][CH]1,LODBIR,83.60527
[O]C(=O)C1=C[CH]N=N1,QOFLAA,86.41705
[O]C(=O)c1cc(n2ccnc2)cc(n2ccnc2)c1,EMICUZ,23.676626
[O]C(=O)c1cc(N2[CH]C=C(C=C2)c2ccncc2)cc(c1)C(=O)[O],QAKFIU,36.143066
O=C([O])c1cc(N2[CH]N(c3cc(C(=O)[O])cc(C(=O)[O])c3)C=C2)cc(C(=O)[O])c1,QOMGIK,32.99246
O=C([O])c1cc(n2cnc3c2cccc3)cc(n2cnc3c2cccc3)c1,YOYQIO,73.609314
[O]C(=O)c1cc(n2cnc3ccccc23)cc(n2cnc3ccccc23)c1,MIFPUO,44.40888
O=C([O])c1cc(n2cnc3ccccc23)cc(n2cnc3ccccc23)c1,MIFQOJ,52.51971
O=C([O])c1cc(n2cncc2)cc(n2ccnc2)c1,ASIQIE,23.679832
O=C([O])c1cc(n2cncc2)cc(n2cncc2)c1,ASIQEA,23.666082
[O]C(=O)c1cc(n2cnnc2c2cccnc2)cc(c1)C(=O)[O],LECGAD,27.737144
[O]C(=O)c1cc(n2c(nnc2c2ccncc2)C)cc(c1)C(=O)[O],PUFXIZ,30.958912
O=C([O])c1cc(n2c(nnc2c2ccncc2)C)cc(c1)C(=O)[O],DABWUA,30.961437
[O]C(=O)c1cc(N2C(=NN[C]2C)c2ccccc2)cc(c1)C(=O)[O],UGUQUK,28.438023
[O]C(=O)c1cc(n2c(nnc2C)c2ccccc2)cc(C(=O)[O])c1,UGUQUK,30.675808
O=C([O])c1cc(n2c(nnc2C)c2ccc(cc2)C(=O)[O])cc(c1)C(=O)[O],MARNOL,39.181866
O=C([O])c1cc(n2cnnc2)cc(C(=O)[O])c1,UVEVEX,18.951452
O=C([O])c1cc(N2C(=O)c3ccc4C(=O)N(C(=O)c5ccc(C2=O)c3c45)c2cc(C(=O)[O])cc(C(=O)[O])c2)cc(C(=O)[O])c1,ANOMUM,55.94013
O=C([O])c1cc(n2nnc(c2)c2ccc(N(c3ccc(cc3)c3nnn(c3)c3cc(C(=O)[O])cc(c3)C(=O)[O])c3ccc(cc3)c3nnn(c3)c3cc(cc(c3)C(=O)[O])C(=O)[O])cc2)cc(c1)C(=O)[O],YUZPEQ,303.6534
O=C([O])c1cc(n2nnc(c3cc(cc(C(=O)[O])c3)C(=O)[O])c2)cc(c1)C(=O)[O],ZOFZIF,35.380787
O=C([O])c1cc(n2nnnc2)cc(c1)C(=O)[O],EWUCOP,18.607151
O=C([O])c1cc(Nc2cnccc2)cc(c1)C(=O)[O],HOYQUJ,19.011232
[O]C(=O)c1ccncc1,AVAQIX01,47.292156
O=C([O])c1ccncc1,AVAQIX,47.292156
[O]C(=O)c1cc(ncc1)c1cc(ccn1)C(=O)[O],ic5021302,34.087013
O=C([O])c1ccnc(c1)c1cc(ccn1)C(=O)[O],ZOZHON,27.605658
[O]C(=O)c1cc(nc(c1)c1ccncc1)c1ccncc1,DUBJUH,25.970036
O=C([O])c1cc(nc(c1)c1ccncc1)c1ccncc1,HAHCUR,25.970041
O(C(=O)c1ccncc1)c1cc(OC(=O)c2ccncc2)cc(OC(=O)c2ccncc2)c1,ECAFOG,67.570496
[O]C(=O)c1cc(ncc1)c1nccc(c1)C(=O)[O],MOVGUB,33.33163
[O]C(=O)c1ccnc(c1)c1nccc(c1)C(=O)[O],IYICUP,34.087006
O=C([O])c1cc(ncc1)c1nccc(c1)C(=O)[O],ZEZPAX,33.331642
O=C([O])c1ccnc(c1)c1nccc(c1)C(=O)[O],CUMMEE,34.839615
[O]C(=O)c1cc(ncc1)c1nccc(C(=O)[O])c1,VEDDIT,34.087025
[O]C(=O)c1ccnc(c1)c1nccc(C(=O)[O])c1,JISVAJ,34.087025
O=C([O])c1ccnc(c1)c1nccc(C(=O)[O])c1,ZEZQIG,34.087017
[O]C(=O)c1c(cncc1)C(=O)[O],DEJCIF,9.165741
[O]C(=O)c1ccnc(c1)C(=O)[O],NEVVAM01,6.2298656
O=C([O])c1c(cncc1)C(=O)[O],HOWPUF,9.171408
[O]C(=O)c1ccncc1C(=O)[O],QOSJIT,9.165741
O=C([O])c1ccncc1C(=O)[O],IRORUE,9.171412
O=C([O])c1cc(ncc1)N,SARBOE,13.539112
O=C([O])c1ccnc(c1)N,HAJKOU,14.426344
[O]C(=O)c1cc(/N=C/c2ccc(C(=O)[O])cc2)cc(c1)C(=O)[O],GEDSUF,21.055449
[O]C(=O)c1ccnc(c2nccc(C(=O)[O])c2)c1,ic5021302,34.087032
[O]C(=O)c1cc(N)cc(c1)C(=O)[O],CITXUZ,6.1024137
O=C([O])c1cc(N)c(cc1)C(=O)[O],YUXQIS,5.0078173
O=C([O])c1cc(N)cc(c1)C(=O)[O],WAMRIN,6.441582
O=C([O])c1cc(N)c(cc1N)C(=O)[O],WILJAE,-5.0380716
[O]C(=O)c1cc(N)cc(C(=O)[O])c1,RAYLAG,6.7580695
[O]C(=O)c1cc([N])c(C(=O)[O])cc1[N],CUWWAU,-7.062535
[O]C(=O)c1cc(N)c(C(=O)[O])cc1N,BAKYOE,-5.0380564
O=C([O])c1cc([N][CH]c2ccncc2)cc(c1)C(=O)[O],IYEHAX,21.25411
[O]C(=O)c1cc(N)c(N)cc1C(=O)[O],FIRNUR,7.6007004
O=C([O])c1cc(NC(=O)[C]2C=C[C](C=C2)c2cc(cc(c2)[C]2C=C[C](C=C2)C(=O)Nc2cc(C(=O)[O])cc(C(=O)[O])c2)[C]2C=C[C](C=C2)C(=O)Nc2cc(C(=O)[O])cc(C(=O)[O])c2)cc(C(=O)[O])c1,LEHXUT,260.51154
[O]C(=O)c1cc(NC(=O)c2ccc(cc2)C(=O)Nc2cc(cc(c2)C(=O)[O])C(=O)[O])cc(c1)C(=O)[O],FIPKOG01,39.64405
[O]C(=O)c1cc(NC(=O)c2ccc(cc2)C(=O)[O])cc(c1)C(=O)[O],DIMDAG,21.03738
O=C([O])c1cc(NC(=O)c2ccc(cc2)C(=O)[O])cc(c1)C(=O)[O],DIMDAG,21.163107
[O]C(=O)c1cc(NC(=O)c2ccncc2)cc(c1)C(=O)[O],AFEDIA,21.446035
O=C([O])c1cc(NC(=O)c2ccncc2)cc(c1)C(=O)[O],MOFPUU,21.71965
[O]C(=O)c1cc(NC(=O)C(=O)Nc2cc(cc(C(=O)[O])c2)C(=O)[O])cc(C(=O)[O])c1,VIXPUP01,35.14021
O=C([O])C1=CC(=N[N]1)C(=O)[O],ja500330a,94.092316
O=C([O])C1=C(C)[N]N=C1C,ZIJVOF,32.280235
[O]C(=O)c1cc([N][N]c2cc(cc(c2)C(=O)[O])C(=O)[O])cc(C(=O)[O])c1,DAMZEZ,33.274586
[O]C(=O)c1cc(/N=N/c2cc(cc(C(=O)[O])c2)C(=O)[O])cc(C(=O)[O])c1,WISVEB,33.626064
O=C([O])c1cc([N][N]c2ccc(C(=O)[O])cc2)cc(C(=O)[O])c1,EBUREA,19.726364
[O]C(=O)c1cc([N][N]c2cc(C(=O)[O])cc(c2)C(=O)[O])cc(c1)C(=O)[O],HOGJIX,32.967815
O=C([O])c1cc(/N=N/c2cc(C(=O)[O])cc(c2)C(=O)[O])cc(C(=O)[O])c1,WISVEB,33.124134
[O]C(=O)c1cc([N][N]c2cc(C(=O)[O])c(cc2)O)ccc1O,YAVSOG,15.687989
[O]C(=O)c1cc([N][N]c2cc(C(=O)[O])c([O])cc2)ccc1[O],YAVTUN,16.37642
O=C([O])c1cc([N][N]c2cc(C(=O)[O])c(O)cc2)ccc1O,YAVVID,15.737544
[O]C(=O)c1cc(N)ncc1,HAJKIO,13.539112
[O]C(=O)c1cc[n+]([O-])cc1,AXINEA,57.439793
O=C([O])c1cc[n+]([O-])cc1,WEGFUL,57.439762
O=C([O])c1cc(N([O])N([O])c2cc(cc(c2)C(=O)[O])C(=O)[O])cc(c1)C(=O)[O],AVEVEE,35.780277
[O]C(=O)c1cc(N([O])N([O])c2cc(C(=O)[O])cc(c2)C(=O)[O])cc(c1)C(=O)[O],ESARUN,35.918285
[O]C(=O)c1cc(N(=O)=O)c(cc1)c1c(N(=O)=O)cc(cc1)C(=O)[O],ANEPIT,21.943727
O=C([O])c1cc(N(=O)=O)c(cc1)c1c(N(=O)=O)cc(cc1)C(=O)[O],ANEPIT,21.61476
[O]C(=O)c1cc(N(=O)=O)cc(C(=O)[O])c1,CEDFIC,17.519842
[O]C(=O)c1cc(N(=O)=O)c(c(N(=O)=O)c1)c1c(N(=O)=O)cc(cc1N(=O)=O)C(=O)[O],XEGJIE02,39.577618
O=C([O])c1cc(N(=O)=O)c(c(N(=O)=O)c1)c1c(N(=O)=O)cc(cc1N(=O)=O)C(=O)[O],VECWUX,39.426365
O=C([O])c1cc(N(=O)=O)c(c(N(=O)=O)c1)c1c(N(=O)=O)cc(C(=O)[O])cc1N(=O)=O,YUDFEK,39.7293
[O]C(=O)c1cc(N(=O)=O)c(Oc2cc(cc(c2)C(=O)[O])C(=O)[O])cc1,ZAVQOE,30.30328
O=C([O])c1cc(N(=O)=O)c(Oc2cc(cc(c2)C(=O)[O])C(=O)[O])cc1,ZAVPOD,30.513603
O=C([O])c1cc(Oc2ccc(c3cc(c4ccncc4)nc(c3)c3ccncc3)cc2)cc(c1)C(=O)[O],DANFUW,55.050236
[O]C(=O)c1cc(Oc2ccc(cc2)C(=O)O)cc(c1)C(=O)[O],JUNBOL,19.38725
[O]C(=O)c1c(c(Oc2ccccc2C(=O)[O])ccc1)C(=O)[O],NUVYOT,25.69658
[O]C(=O)c1cc(Oc2ccc(cc2)C(=O)[O])ccc1C(=O)[O],NOPJUZ,20.867554
[O]C(=O)c1cc(Oc2ccccc2C(=O)[O])cc(c1)C(=O)[O],NEKMUN,24.056938
O=C([O])c1cc(Oc2ccc(cc2)C(=O)[O])cc(Oc2ccc(cc2)C(=O)[O])c1,MICDEJ,39.750454
[O]C(=O)c1cc(Oc2cc(cc(c2)C(=O)[O])C(=O)[O])cc(c1)C(=O)[O],FUDHET,30.590057
O=C([O])c1cc(Oc2cc(cc(c2)C(=O)[O])C(=O)[O])cc(c1)C(=O)[O],FUDHET,30.529156
[O]C(=O)c1cc(Oc2ccc(C(=O)[O])cc2)cc(Oc2ccc(cc2)C(=O)[O])c1,YINCOP,39.938385
O=C([O])c1cc(Oc2ccc(C(=O)[O])cc2)cc(Oc2ccc(cc2)C(=O)[O])c1,YINCEF,40.24566
[O]C(=O)c1c(c(Oc2cc(C(=O)[O])ccc2)ccc1)C(=O)[O],LABKIL,27.246302
O=C([O])c1c(c(Oc2cc(C(=O)[O])ccc2)ccc1)C(=O)[O],LABKIL,26.704227
[O]C(=O)c1cc(Oc2c(N(=O)=O)cc(cc2)C(=O)[O])cc(c1)C(=O)[O],ZAVPUJ,30.30528
O=C([O])c1cc(Oc2c(N(=O)=O)cc(cc2)C(=O)[O])cc(c1)C(=O)[O],ZAVQAQ,30.463974
[O]C(=O)c1cc(OCc2ccc(C(=O)[O])cc2)cc(c1)C(=O)[O],KORMOV,22.473616
O=C([O])c1cc(OCc2ccncc2)cc(c1)C(=O)[O],UQOGAK,21.723547
[O]C(=O)c1cc(OCc2ccncc2)c(OCc2ccncc2)cc1,MAKSUO,33.480827
O=C([O])c1cc(OCc2c(COc3cc(C(=O)[O])cc(c3)C(=O)[O])cc(COc3cc(C(=O)[O])cc(c3)C(=O)[O])c(COc3cc(C(=O)[O])cc(c3)C(=O)[O])c2)cc(c1)C(=O)[O],CAJQEL,164.58946
O=C(O)c1cc([O])c(c2c([O])cc(C(=O)O)cc2)cc1,RORVAX,14.045301
[O]C(=O)c1cc([O])c(cc1)c1c([O])cc(cc1)C(=O)[O],BEXPAX,13.729742
O=C([O])c1cc(O)c(cc1)c1c(O)cc(cc1)C(=O)[O],ZELROZ,12.737928
[O]C(=O)c1cc(O)cc(c1)C(=O)[O],OFUYUL,7.617332
[O]C(=O)c1cc(O)c(cc1O)C(=O)[O],WALMOO,-4.3706517
[O]C(=O)c1cc(OC)c(cc1)c1c(OC)cc(C(=O)[O])cc1,FERHAN,23.427706
[O]C(=O)c1cc(OC)cc(c1)C(=O)[O],HISJAW,14.142908
O=C([O])c1cc(OCCCCCOc2cc(cc(c2)C(=O)[O])C(=O)[O])cc(c1)C(=O)[O],XULDOZ,31.903309
[O]C(=O)c1cc(OC)c(c(OC)c1)c1c(OC)cc(cc1OC)C(=O)[O],MAQBEO,27.503794
[O]C(=O)c1cc(OCCOc2cc(cc(c2)C(=O)[O])C(=O)[O])cc(c1)C(=O)[O],UJAQUS,31.793938
[O]C(=O)c1cc(O)c(C(=O)[O])cc1,ic102347b,8.990482
O=C([O])c1cc(O)c(C(=O)[O])cc1O,VAGTAA,-5.1754637
O=C([O])c1cc(OCC(=O)[O])cc(c1)C(=O)[O],PUQHEP,17.822079
[O]C(=O)c1cc(O[C@@H](C(=O)[O])C)cc(O[C@@H](C(=O)[O])C)c1,FAVGUH,19.882555
O=C([O])c1cc(O[C@H](C(=O)[O])C)cc(O[C@H](C(=O)[O])C)c1,FAVHAO,26.334297
O=C([O])c1cc(OCOc2cc(cc(c2)C(=O)[O])C(=O)[O])cc(c1)C(=O)[O],AZIXUD,38.875114
[O]C(=O)c1cc(OCOc2cc(C(=O)[O])cnc2)cnc1,FIHLOZ,22.748661
O=C([O])c1c(C(=O)[N]CCCn2cncc2)cccc1,XINYAW,21.639107
[O]C(=O)c1c(C(=O)[O])cc2nc[nH]c2c1,BASSUL,19.362768
O=C([O])c1c(C(=O)[O])cc2nc[nH]c2c1,BURJOO,19.168829
[O]C(=O)c1c(C(=O)[O])ccc(c1)c1ccc(C(=O)[O])c(c1)C(=O)[O],CAZFOA,23.496464
O=C([O])c1c(C(=O)[O])c(ccc1)C(=O)[O],FATVOM,8.019258
[O]C(=O)c1c(C(=O)[O])cc(c(c1)C(=O)[O])C(=O)[O],AQEQES,15.122507
[O]C(=O)c1c(C(=O)O)cc(c(c1)C(=O)O)C(=O)[O],IBITUK,16.169588
O=C([O])c1c(C(=O)[O])cc(c(c1)C(=O)[O])C(=O)[O],EJONOH,15.118984
O=C(O)c1c(C(=O)[O])cc(c(c1)C(=O)[O])C(=O)O,MIRLUU,16.166569
O=C([O])c1c(C(=O)[O])c(c(c(c1C(=O)[O])C(=O)[O])C(=O)[O])C(=O)[O],TUMGOX,34.96381
[O]C(=O)c1c(C(=O)[O])cc(c(C(=O)[O])c1)C(=O)[O],EXOFIH,15.809071
O=C([O])c1c(C(=O)[O])cc(c(C(=O)[O])c1)C(=O)[O],UTULUR,15.809117
[O]C(=O)c1c(C(=O)[O])cccn1,WODXAQ,9.059706
[O]C(=O)c1c(C(=O)[O])cc(C(=O)[O])c(c1)C(=O)[O],AMIWOJ,16.504318
O=C([O])c1c(C(=O)[O])cc(C(=O)[O])c(c1)C(=O)[O],AGUWUV,15.812522
[O]C(=O)c1c(C(=O)[O])c(c(C(=O)[O])c(c1C(=O)[O])C(=O)[O])C(=O)[O],HADYAP,34.92404
O=C([O])c1c(C(=O)[O])c(c(C(=O)[O])c(c1C(=O)[O])C(=O)[O])C(=O)[O],ZOMKAP,35.022835
[O]C(=O)c1c(C(=O)[O])cc(C(=O)[O])c(C(=O)[O])c1,AGONEQ,15.8089485
O=C([O])c1c(C(=O)[O])cc(C(=O)[O])c(C(=O)[O])c1,MAJHUC,16.499565
O=C([O])c1c(C(=O)[O])cc(N(=O)=O)cc1C(=O)[O],INARUM,20.962341
[O]C(=O)c1c(C(=O)[O])c(C(=O)[O])ccc1,LAZPIN,7.9833455
[O]C(=O)c1c(C(=O)[O])c(C(=O)[O])c(c(C(=O)[O])c1C(=O)[O])C(=O)[O],HADXOC,35.031727
O=C([O])c1c(C(=O)[O])c(C(=O)[O])c(c(C(=O)[O])c1C(=O)[O])C(=O)[O],HAPVAX,35.179485
O=C(O)c1c(C(=O)[O])c(C(=O)[O])c(c(C(=O)[O])c1C(=O)[O])C(=O)O,PERSEM,35.523453
O=C([O])c1c(C(=O)O)c(C(=O)[O])cc(N(=O)=O)c1,NIJSAC,21.101692
[O]C(=O)c1c(C(=O)[O])c(C(=O)[O])c(C(=O)[O])cc1,ASADAA,13.545055
O=C([O])c1c(C(=O)[O])c(C(=O)[O])c(C(=O)[O])c(c1C(=O)[O])C(=O)[O],RAHMAP,35.154316
[O]C(=O)c1c(C(=O)[O])c(n2ccc(=O)cc2)ccc1,KATDAM,44.01892
[O]C(=O)c1c(C(=O)[O])nccc1,WODPUC,9.05971
[O]C(=O)c1c(C(=O)[O])nccn1,EBEMEE,7.9262705
O=C([O])c1c(C(=O)[O])nccn1,GUXJUF,8.125739
[O]C(=O)c1c(C(=O)[O])nc(C)[nH]1,TEJGAS,7.517076
O=C([O])c1c(C(=O)[O])nc(C)[nH]1,FATKOC,7.663425
O=C([O])C1=C(C(=O)[O])[N]C=N1,UFASAW,1.2759843
O=C([O])C1=C(C(=O)[O])[N]C(=N1)C,TEJGAS,4.0017977
[O]C(=O)c1c(C(=O)[O])[nH]c(C)n1,FATKAO,7.0711946
O=C([O])c1c(C(=O)[O])[nH]c(C)n1,FATKES,7.517073
[O]C(=O)c1cc([S])c(C(=O)[O])cc1[S],IFEHUY,12.823216
[O]C(=O)c1c(F)c(c(C(=O)[O])c(F)c1F)F,NARPOO,12.873726
O=C([O])c1c(n2cncc2)cc(cc1)C(=O)[O],GASSUR,23.565382
[O]C(=O)c1cnc(c2ccc(cn2)C(=O)[O])cc1,PEFRID,21.880936
O=C([O])c1cnc(c2ccc(cn2)C(=O)[O])cc1,PEFRUP,21.922108
O=C(O)c1c(N(Cc2ccc(C(=O)[O])cc2)Cc2ccc(cc2)C(=O)[O])cc(cc1)C(=O)[O],TORJER,48.123775
[O]C(=O)c1cnc(c2ncc(cc2)C(=O)[O])cc1,NIFZEJ,21.906776
[O]C(=O)c1cnccc1,GOLQII,47.432545
O=C([O])c1cnccc1,DOHYIJ01,47.432545
[O]C(=O)c1cncc(c1)c1ccc(cc1)C(=O)[O],MUNDEG,34.229324
O=C([O])c1cncc(c1)c1ccc(cc1)C(=O)[O],MUNDOQ,32.752888
[O]C(=O)c1cnc(cc1)c1ccc(cn1)C(=O)[O],NIFYUY,21.880945
O=C([O])c1cnc(cc1)c1ccc(cn1)C(=O)[O],NIFZAF,21.906801
[O]C(=O)c1cnc(cc1)c1ccncc1,GALCAZ,30.322655
O=C([O])c1c(nccc1)c1ncccc1,FUYYAA,31.987715
[O]C(=O)c1cnc(cc1)c1ncc(cc1)C(=O)[O],CORZIU,21.9221
O=C([O])c1cnc(cc1)c1ncc(cc1)C(=O)[O],NIFZOT,21.92209
OC(=O)c1cnc(cc1)c1ncc(cc1)C(=O)[O],NIFZAF,14.607655
[O]C(=O)c1c(nccc1)c1ncccc1C(=O)[O],MIFTIG,22.59536
[O]C(=O)c1c(nc(cc1)c1nc(c(cc1)C(=O)[O])C)C,WOPROK,33.205143
O=C([O])c1c(nc(cc1)c1nc(c(cc1)C(=O)[O])C)C,WOPROK,33.18576
[O]C(=O)c1cnc(cc1)c1ncc(C(=O)[O])cc1,XIVTED,21.906782
O=C([O])c1c(ncc(c1)CC)[C]1[N]C(=O)[C@@](N1)(C)C(C)C,BAKLIK,25.594385
[O]C(=O)c1cncc(c1)C(=O)[O],BUKMUQ01,4.136332
O=C([O])c1cnc(cc1)C(=O)[O],IGINIX01,56.17612
O=C([O])c1cncc(c1)C(=O)[O],USEVOF,6.1986775
[O]C(=O)c1cnccc1C(=O)[O],QOSJEP,9.171374
O=C([O])c1cnccc1C(=O)[O],QOSJIT,9.165737
O(COc1cncc(c1)C(=O)[O])c1cncc(c1)C(=O)[O],FIHLUF,18.482513
[O]C(=O)c1cncc(C)c1,SIZNIA,27.738165
O=C([O])c1c(nc(C)c(c1)C(=O)[O])C,XUKLAS,2.8856251
O=C([O])c1c(N)cc(c(N)c1)C(=O)[O],LODTEF01,-5.0380626
O=C([O])c1cncc(C(=O)[O])c1,AVIPAX,6.1986785
O=C([O])c1c(nc(c(C(=O)[O])c1c1ccccc1)C)C,BOYYOF,23.17662
[O]C(=O)c1c(N)cc(C(=O)[O])c(N)c1,IKUTOZ,-5.0380626
O=C([O])c1c(N)cc(C(=O)[O])c(N)c1,CAPLOX,-5.477023
O=C([O])c1cnc(cn1)C,NETFEY,53.29343
O=C([O])c1c(nccn1)C(=O)[O],POKSAL,7.906604
[O]C(=O)c1cncc(N)c1,KULMIP,12.417648
O=C([O])c1cncc(OCOc2cc(C(=O)[O])cnc2)c1,FIHLOZ,18.741875
[O]C(=O)c1c(nc(C(=O)[O])c(C(=O)[O])n1)C(=O)[O],MUFXUI,14.479604
O=C([O])c1cnc(C(=O)[O])cn1,DAXKOE,57.65612
O=C([O])C1=C([N]C(=N1)c1ccc2c(c1)cccc2)C(=O)[O],ZOBYOG,63.694607
O=C(O)[C]1C(=NC(=N1)c1ccc(cc1)C)C(=O)[O],OFEHEO,4.156481
[O]C(=O)C1=C(N=C([N]1)c1ccccc1)C(=O)[O],OKILEA,4.301513
O=C([O])C1=C([N]C(=N1)c1ccc(OC)cc1)C(=O)[O],ZURLAB,2.230016
O=C([O])C1=C(N=C([N]1)c1ccncc1)C(=O)O,IQEKUM,8.068766
O=C(O)C1=C([N]C(=N1)c1ccncc1)C(=O)[O],RUVMAX,8.068761
O=C([O])C1=C([N]C(=N1)c1ncccc1)C(=O)[O],UDEPIE,7.587997
[O]C(=O)C1=C(N=C([N]1)CCC)C(=O)[O],ETAXIH,3.5672615
[O]C(=O)C1=C([N]C(=N1)CC)C(=O)[O],SAXFII,4.5925593
[O]C(=O)C1=C([N]C(=N1)C)C(=O)[O],IJUJEE,5.1616697
[O]C(=O)[C]1C(=NC(=N1)C)C(=O)[O],DIMJUG,4.451025
[O]C(=O)C1=C(N=C([N]1)CN1[N]C=N[CH]1)C(=O)[O],DAWWEF,5.4364824
[O]C(=O)C1=C([N]C=N1)C(=O)[O],DARNOB,1.7778269
[O]C(=O)C1=C(N=C[N]1)C(=O)[O],YELYOE,1.9312853
O=C([O])C1=C([N]C=N1)C(=O)[O],KAVKIC,1.2759904
[O]C(=O)[C]1C(=NC=N1)C(=O)[O],NANZOS,2.1077302
[O]C(=O)c1cncnc1,AMAFOK,51.2331
O=C([O])c1c(N)c(N)c(c(N)c1)C(=O)[O],KAVJEX,6.331734
O=C([O])c1c([N])c([N])c(c([N])c1[N])C(=O)[O],EDUSUR,4.550305
O=C([O])c1c(N)c(N)c(c(N)c1N)C(=O)[O],ROYJUM,7.450392
O=C([O])c1c([N])c([N])c(C(=O)[O])c([N])c1[N],LOSXIC,4.553778
[O]C(=O)c1c(N)c(N)c(C(=O)[O])c(N)c1N,CAPLOX,7.344182
